total_tasks,task_completion_rate,overdue_task_rate,blocked_task_rate,milestone_completion_rate,high_critical_risks,open_issue_rate,project_progress,delay_level
20,51.08156429231553,40.070830086113226,20.027331977590592,98.91032077598032,4,31.729795746534762,76.74875128779905,HIGH
61,65.13870904855865,35.963698063798354,15.143344944732059,84.75122527492735,4,44.59136120767005,20.12000121658493,HIGH
65,50.50627815222173,37.588839325025575,25.195886635257622,34.95802178176665,4,48.45970170702668,27.72835706239012,HIGH
61,16.973501847826224,14.286407543157626,8.151453212465539,38.77386115768861,4,8.057765765766845,19.328912511243225,HIGH
54,72.4554831069147,35.32095708472761,1.9268655214163422,46.6839432699928,4,46.59243033511507,10.915242505440606,HIGH
58,45.052913140024714,38.48978861573316,28.381861007703016,11.757876106395441,4,38.038102892771164,5.560127940479342,HIGH
50,36.87513871351451,19.499332403185942,26.749246259055358,85.21558037185606,4,74.75156689780508,56.88256942471471,HIGH
82,90.80302126592757,24.411473877512524,8.188059352897698,53.707779441865036,3,33.61295436983824,69.51847907769323,MEDIUM
56,75.17632398645598,42.02528315312793,27.586248620069277,98.2649779767031,4,2.696645190513769,42.43192435227195,HIGH
77,69.66997811525451,4.197373108100011,12.858383089832845,88.01662200356171,1,5.028463348862755,41.01486709787326,MEDIUM
32,50.92293925148339,16.875027403693533,26.38919958005686,35.043095407492544,3,25.22715317823806,12.781092112356042,HIGH
7,77.41218349745657,2.604280412162774,28.55759077145763,30.179994914777335,0,78.12330496108949,66.9166922481695,MEDIUM
8,95.465055944439,9.968034118126646,0.6114005196099703,23.714411120631134,1,47.356106094612805,15.866997380384124,MEDIUM
32,51.85305850916986,12.81218482810933,11.066855229688242,64.53034233042803,5,71.83572285960082,78.89022918666609,MEDIUM
25,96.82486957306789,5.404937482880329,0.7703527649239805,38.076151995522565,5,90.80261510474446,40.654161145405254,MEDIUM
96,27.849679938254376,29.60489306249261,24.917149013409553,31.85644424834189,5,77.2480884951224,85.77785771343565,HIGH
81,82.49751672815498,39.8113608300106,16.977976661019476,13.69622171855225,4,42.837801323474444,40.20423324071534,HIGH
69,68.27889286511245,0.6326075082926541,12.601762225254827,54.11815344913674,3,96.07875672145786,65.38058507963737,MEDIUM
63,73.65777793354692,21.77435725038385,22.013859120401758,96.89263581142698,2,61.59123540535511,92.36367740576286,MEDIUM
66,51.838639447105706,41.28672992103778,17.774238571911052,39.007412468300636,1,83.07310188906034,13.232975315289067,HIGH
62,31.94770952718604,23.235423330161588,18.309951126915617,44.109037371543764,0,49.4306503615922,35.87634594943215,HIGH
67,29.09078651617651,39.89161784140482,10.21016529492851,89.22879817824028,5,88.01073452552302,57.80014765236046,HIGH
71,95.32563199993281,4.280648097901063,21.60223992312583,53.97200621639086,1,69.0609339446523,66.36077547539047,MEDIUM
67,50.33570946279137,0.8621629674186337,8.82706743961492,46.39610158101353,1,30.62060301300884,60.247780606574885,MEDIUM
65,59.81256595092247,17.187869707310128,29.89894391877996,59.53496254810107,2,70.2854942185769,30.73706056273865,HIGH
37,30.748423716865698,36.06421656630348,9.466438320179595,76.85929572751937,5,18.514984243766197,25.55654078846754,HIGH
66,34.884966427182036,29.479345298039544,22.80623686119248,63.71116664610716,0,83.2628363327068,33.14341401018872,HIGH
51,26.1497389316863,0.7074183628031916,16.0240526780299,34.68801941049406,0,55.33589667986083,71.25465232646847,HIGH
21,67.40826895953347,37.639608789562686,3.07762940363282,11.103886303795717,2,46.93969449305102,46.844535822920975,HIGH
28,96.89478788244654,12.623919524648631,25.851688938825397,20.267842665243208,0,40.07074422519398,12.03780617428578,HIGH
85,71.7805916430415,7.586350347547821,24.334262288251427,95.4213078122228,0,99.39181227102202,16.25289841008885,MEDIUM
58,64.56858861186666,39.53704149217097,6.770614111951039,57.031528161719606,3,90.85043776238038,33.2485475891518,HIGH
80,99.10281344201181,15.26901221596802,18.630819632164457,64.86678210206173,5,9.923357477478822,77.46002491369732,MEDIUM
85,28.992267577485368,33.02140685960183,4.711712801426314,25.643219349379102,0,15.653261544313812,43.80916940270253,HIGH
93,63.44300756076069,14.56296445155138,6.944287036680775,73.626024689113,5,85.96067313405224,11.762077214580529,HIGH
34,93.15199400342938,39.39140133233657,18.751740214926656,69.5064738568031,1,42.51389661042116,56.73342597750497,MEDIUM
87,23.40904609677963,13.28162358203201,4.267088563310319,15.367423556246234,2,59.50440373194047,83.30282862540088,HIGH
41,49.52381038063636,23.434898513808093,9.122735716343001,46.2257667246525,2,50.047217711792555,51.91054583778301,HIGH
15,63.823299583699324,44.47114446462268,22.036017698568457,64.33422768513196,0,9.13268866309852,96.38155470831948,MEDIUM
78,62.8410638538805,1.0372728107766849,22.94281140095329,83.92791207325452,4,4.023167314461618,76.84553888919292,MEDIUM
65,56.706745688884354,22.111470221010144,8.344697173272627,99.72509274393072,3,63.478471945408685,51.71395120814627,MEDIUM
16,52.30093554643165,20.417404671500766,9.631747678697147,19.413989612430168,1,32.98036635789654,70.89899902842609,MEDIUM
41,69.63251832922859,20.02261274068282,22.81499316172971,13.302741728233782,0,31.451715717016793,35.71100969621949,HIGH
56,87.84195256466911,41.24636016343505,0.03453202344336659,88.2430735888587,3,41.32475707993215,22.820341432480078,HIGH
51,66.03704853415402,24.924655119109428,13.261228671667842,14.645059766771206,2,54.921963908533165,93.12891228022254,HIGH
61,89.2761955622025,24.235589847499906,0.8660832732498969,66.70200493036545,1,70.97828251002592,34.52126314736684,MEDIUM
6,59.70262681483597,4.660460064076127,29.76771418185659,92.16368906357512,3,94.70607423593562,66.53242043445707,HIGH
24,54.853795423647576,35.83016629958956,15.266160452085352,34.60824070419468,3,98.02446326033754,28.154436077138143,HIGH
75,23.017777163704785,9.530518547396415,17.981327960246997,77.16632909431578,1,86.40269344285882,31.243503268093892,HIGH
58,40.5887718802866,39.38587028821471,8.015179892007144,10.230873342271948,5,29.85558497717672,60.759083629345305,HIGH
89,54.06763119901309,7.429770919139456,16.15741733111621,41.061154752370676,4,76.28726776199792,40.83495515031917,HIGH
46,88.26415149106616,49.038731566629714,7.16416632498748,44.4673764036642,3,4.364729909730192,75.74698939869361,MEDIUM
95,92.20871510376632,19.061557347356807,29.652420058180873,81.31542946299373,5,98.0818138659785,52.056221713560234,HIGH
9,21.362164282844983,48.26767950884269,9.959841117940913,19.03281419483671,3,9.971169774197842,91.49195938116436,HIGH
6,75.01994448135784,20.49893098731822,19.643439792832012,23.892509689439397,3,78.15252912730249,30.177164056623848,HIGH
84,72.34341387281938,32.49183262896363,25.552958770520743,86.71072029093038,4,38.00093975226551,35.08280962367297,HIGH
96,89.86948146183909,24.397374269508948,16.2304803809298,65.57135154424509,1,63.11610168546405,92.48826438412819,MEDIUM
34,77.20897300641343,21.698573596156283,2.953293791495939,67.03730459027122,0,44.36785516617058,70.93011046535729,LOW
8,14.139187180949147,39.80717325811059,8.801033278956265,43.73569807977834,1,24.41974321839684,44.14491615267966,HIGH
92,81.3267526492858,8.499182453404869,2.3690505197998393,88.37556387803693,4,68.31345799627138,52.27838897495535,MEDIUM
79,22.88059481156587,23.057495667749876,7.619320182406268,32.97940373432387,0,89.8908531700321,49.19905927490364,HIGH
41,70.98497971291715,7.898781103589347,13.251893508114433,41.10090619987736,4,29.91542491237722,96.39276191822698,MEDIUM
93,32.508840196693114,42.265196257129936,5.97650997326677,44.62239240706109,3,10.665326742236092,41.22960827747476,HIGH
50,61.73307371607805,49.634602181344874,8.85692261649808,98.01500361191763,5,39.58057409113673,5.769306747341573,HIGH
92,80.04804541930702,48.68014084139624,27.318508611561317,77.0654938720573,2,77.57409796033808,26.861247142189548,HIGH
50,29.71040850352949,9.506599463854414,7.518804001308482,78.00195913675094,5,68.08550941820228,17.994027656939394,HIGH
17,91.30633336656712,32.31703044452614,9.267986518579082,49.67408711465304,4,36.48612330284698,17.484121609946115,HIGH
42,39.40472131426094,20.77515467093887,6.023843839502287,80.78615299274547,2,53.085237370278506,91.7812625757612,MEDIUM
26,33.127307610693606,41.234490627120366,14.455434896212235,82.583964441439,5,87.03969593250397,81.40209116742851,HIGH
64,96.66039635819898,7.037850750294133,28.99500628388256,87.41265372089397,5,67.44062303002345,42.75409204431344,HIGH
76,42.919754446500974,39.53409842944687,0.41755965302703535,58.291507744215316,3,36.8585658616039,76.15610233599227,HIGH
38,62.610408248694945,41.12086506133871,28.208756753386627,19.75114919793076,1,47.14768679814386,63.85695236923031,HIGH
76,39.52056536356383,30.504109792920648,19.429571419183247,67.18635301401451,3,90.9387638427892,33.70806658027877,HIGH
57,20.5008343054349,2.267340550669106,1.1163638467411496,99.63346372795264,0,9.71919986218216,89.28963431020772,MEDIUM
22,44.97812480351283,18.550575774344136,28.48142305235716,72.68355924738697,4,41.91267534147228,75.515556402705,HIGH
24,89.68724055096214,32.7460948746732,25.010792498889646,65.40869926460407,2,3.2716286855046905,40.200346079771364,HIGH
61,50.02262738011751,11.805631911549785,10.880581162725674,98.28349464916604,2,54.44658614821449,97.89504029794445,MEDIUM
50,15.449508024994788,13.794072043079343,29.046206278091603,95.41097094359239,3,9.167342381752086,25.150052465214753,HIGH
86,63.74313635675906,1.0678727368185315,23.6038377136385,31.921200744762128,1,78.69780999763158,24.49452963857326,HIGH
75,28.644163331199263,10.797567595933739,26.090862803086342,39.57035980890073,1,78.86437542776095,61.618255341569906,HIGH
40,87.25655137421587,7.2343990160254,3.899763943303104,32.558877705531145,1,10.992634788943557,87.3125494081461,LOW
21,11.337429450763796,39.499233211737696,7.137948182713892,39.13943157658202,1,26.536750832497336,17.042061652714125,HIGH
58,57.34769739380804,37.283263751699785,14.287378962697508,80.02153353827825,4,59.36660178680271,47.94051489133146,HIGH
33,95.08740786730957,2.1682518449585855,23.496809879411387,88.02828169838544,4,30.163032902808872,66.11736499952143,MEDIUM
8,15.474286674505525,23.949095549918166,12.048517635376815,71.74877464560095,3,71.24013148970964,47.13842128948582,HIGH
15,38.99006377716935,7.4166912830182286,3.7857476491516815,66.1885744853087,4,54.835643404836055,35.89261711527345,HIGH
81,57.75011536881921,22.68577087877358,18.162803746059385,18.92606155111378,5,11.441407243007962,67.19773096469851,HIGH
75,74.87559249918392,10.751153316374845,13.546647478958446,30.564421692812594,2,82.74192247800447,42.87936750441056,MEDIUM
98,18.557725534806778,21.3382003130479,19.953235891809268,43.68709210919832,1,68.68210354669768,50.05544913096476,HIGH
16,84.85946996273691,4.661505085183871,2.8969329769735683,76.49163986398442,1,55.63707356153501,60.71418286025031,LOW
76,60.551504341275525,33.50066323661479,12.324258987664745,88.62466350108866,3,86.80921488690649,73.5007644808842,HIGH
41,64.03690821022093,17.58230928465745,17.337555551695647,29.14649251048055,5,48.21893962043886,85.49111057282049,HIGH
49,86.08360767412105,18.37805253076751,22.87816895810549,61.669000389831645,3,84.51551613283581,97.58192720194228,HIGH
84,65.22159524819183,32.13495819149157,0.787614943607502,93.61758618954427,5,26.744772515411064,22.139526836281167,HIGH
94,78.6168566182898,46.07687605165863,10.530702622109454,26.326500239131178,1,56.63210947613763,43.074512679953976,HIGH
23,76.6872153206578,48.59051593790095,2.7527304916333595,57.74344197930365,3,41.98324937645032,37.385118268086615,HIGH
52,38.047363273379474,16.219144603921325,28.242222719101655,63.66013949845831,0,15.557990340448836,76.67140851687361,MEDIUM
11,70.65718395518017,13.605142177310947,19.858160784247836,53.709553440189666,3,41.41837378827247,25.47905170708595,MEDIUM
70,20.243575729918156,21.495681669894516,8.49739410241348,71.06376292841198,3,52.69341071481448,34.29984222586936,HIGH
33,45.573705647886605,29.966247847222522,0.23061257699648618,37.127742581659305,1,76.7349527308604,77.59528509731852,HIGH
42,39.531012034405705,0.386495328465597,22.410423702893034,25.812532168825808,3,53.25823478674238,26.86051802728267,HIGH
76,85.00187821778904,40.31000932833819,2.162264897764735,87.55879258203296,0,43.621959551231214,48.67665378384613,MEDIUM
14,87.58990122508598,28.787958036841555,17.201990426575293,73.85490654120409,3,28.951520558575815,43.47806917117068,MEDIUM
46,25.46858625202621,47.38071546633738,13.802907056814261,72.06490369721709,2,8.812988129788469,85.22601418239621,HIGH
36,49.210887424636006,20.022490815804357,2.3594126244857963,88.34719745758704,5,33.95132811484639,36.641519136847535,HIGH
26,16.874143972571904,31.661233348409322,15.918144623179447,27.45133356402103,2,35.10997349573605,96.03121815472929,HIGH
87,83.35333051750128,11.813442447336215,4.3933265483308315,27.754462254158494,4,15.286978900592985,77.1194761043292,MEDIUM
14,25.943151605250623,38.64240446237801,14.82351075052166,77.90012427222872,4,44.8905256995063,92.79465454663763,HIGH
77,67.86926476044096,49.32659738679296,9.696247249300821,97.38757577873443,2,15.09574013930769,11.487194557096828,MEDIUM
61,66.82466080228863,39.81648395757141,17.74259270493063,41.674800035806896,0,31.040785060631094,47.931817051564806,HIGH
12,43.18638395408315,14.35385163006596,19.339994087275123,97.96316792798342,0,61.50083884155736,53.17144264672574,MEDIUM
64,62.22964666700715,47.71157383613951,22.167631364437213,13.69204424676323,4,65.18374546486099,35.54504247364069,HIGH
65,55.12305716855449,47.886117943329246,13.515693270452738,82.98701301903587,2,98.23855810933973,13.011267542333563,HIGH
87,25.530302029272843,12.387186179914211,13.13274822927699,49.547961258636185,4,60.98054063226744,39.570306170142715,HIGH
41,44.867490357080435,38.723239428686774,20.366931616787433,14.712896578240564,5,64.73053569693069,11.26162615657316,HIGH
17,60.21668911765621,19.328210236186894,7.559873548984598,86.6409633985964,4,87.32796620605389,36.66939342575287,HIGH
79,69.7250895405453,45.83732275285601,9.306952126554362,69.04492462324497,5,39.195798433536034,61.5289166743996,MEDIUM
15,37.862369867436485,18.83396530281501,23.749858735906308,83.18663054333209,5,70.28308721554201,94.9753193198412,HIGH
92,92.1203186912492,4.672648253301087,20.113681202398173,55.763963778052684,0,36.25976689820444,22.12497767330024,MEDIUM
32,40.755911061839335,38.30781038339098,5.7601570099315875,99.99789589927256,1,7.716508430087632,85.22069692515892,MEDIUM
17,55.692074145218164,26.98853792068355,22.159320090044027,57.38784665910359,5,33.676437196428154,77.79922242248794,HIGH
21,63.75217969644657,7.712638066056076,5.425379015060898,72.35610767751041,4,80.90437196393012,20.726220745685573,HIGH
61,13.93231851590629,18.214970706538452,21.5875702137195,97.26297430677624,4,28.492793256335823,76.11096921906645,HIGH
62,31.0602649901882,11.958424862275974,28.967899115821094,80.59332156338843,1,36.78409582250328,94.97736617319168,MEDIUM
61,51.55119805968903,14.088586635188772,11.456173025721315,57.47138096153344,1,81.68912395812401,81.11962629439702,MEDIUM
22,88.57017280534124,2.608990163050229,14.41771966385475,43.409089594398935,0,71.14009771190007,54.01139181748609,MEDIUM
20,35.65567126533956,38.155841514584544,8.183738987740698,91.4775588080417,1,83.10467186381858,13.712789117613871,HIGH
33,83.50329302699505,44.23148868590037,27.914157813788247,47.340721523710485,3,50.200711469323544,27.3989170170261,HIGH
15,43.74214060759908,1.409377276407503,27.92477714249859,85.52586588504451,5,33.52903559161769,18.874684148072905,HIGH
9,35.81914575819414,41.48807915764113,20.88215965727951,22.49134226363676,5,46.91101271554937,63.45808443053709,HIGH
15,11.710349641987335,10.78273722341772,4.485588568926805,94.6203354407186,4,52.77715058867243,15.562751730802649,HIGH
41,31.387620397684028,6.092417257930877,7.15318510379468,67.50565589555293,4,45.711361663644865,15.531500052551424,HIGH
68,63.706513853705225,0.8217676102947213,15.461271906282182,31.7744320978894,1,29.127198777525788,5.148611913672905,MEDIUM
50,31.65078149258892,20.82837976042699,19.931139052260274,17.70525594885356,2,6.767932290884604,54.9756473056062,HIGH
69,80.77711022607858,25.38112944146691,0.6100291886449738,88.59982946747658,0,63.567079146863,98.19874514239822,LOW
37,77.25849324063807,17.854693825736646,2.0267867322569675,31.701333194708017,5,62.825696247565645,78.29263054043662,MEDIUM
99,78.10110337977613,6.670479492968201,10.568971383425685,40.469253236173074,5,17.508912705170843,79.01854638043675,MEDIUM
64,98.27372672099644,23.926558580896202,5.468339952416198,22.136732307665405,5,77.61903997034217,48.47955985749856,HIGH
42,28.143189355303083,39.555460661452194,26.573711568543153,38.403623804475274,2,51.53835892544988,98.96665671813173,HIGH
74,52.60597909091591,1.8310385768454174,19.40701496402251,35.74998059963938,0,86.57982770780576,36.532845206227734,HIGH
20,81.94081703664158,21.84756915624682,12.00065323933386,49.5762970337076,3,33.90366284081606,22.74763567104418,HIGH
93,54.77710532442646,46.21552333134818,15.57827560604826,82.10332786615965,5,42.449966131841386,45.907679440327456,HIGH
28,59.09269576101733,16.0605714107297,2.4020673322498576,69.4827299312323,2,44.59157630996526,73.17797657460738,MEDIUM
26,72.07883276009376,17.577349188599605,1.2706548855038857,88.30334575507528,2,61.48514821987643,46.31934788884788,MEDIUM
86,98.20245512748512,47.395218930154314,2.251234949644778,67.37612840949686,2,51.30860194645521,76.24030850487954,MEDIUM
25,95.7510456651647,7.138973418127486,18.22718709962566,80.31807727691199,0,12.623002430225426,27.419561139933467,MEDIUM
87,42.96956257964337,19.142720084438885,17.017339251723584,64.45853459693069,5,44.9922568714794,40.241628217259574,HIGH
61,78.67760246187216,28.696088916694784,15.88379644608869,45.82306413572049,5,27.868976629981134,96.24940496517434,MEDIUM
8,76.21073735314849,24.95219801282334,11.609621401177904,60.55054396836824,2,77.49644835314882,71.88359206464845,MEDIUM
32,99.67286009392846,14.2788438849079,27.49436728625644,54.208017572880166,0,13.572841773052724,12.03494372177165,MEDIUM
27,90.88111277076074,22.25555963712275,2.633722233141932,71.37363342255735,2,66.7839790488968,72.40634624786087,MEDIUM
75,58.79542251030061,44.56658411769445,25.540861522593776,74.06281936064914,5,63.770002256401625,80.40115646527526,HIGH
70,30.18174537213609,49.25662733650966,23.761970208334223,31.306256585818343,3,2.6284026808265692,57.632036539661534,HIGH
52,52.06652553625073,49.15059788213929,3.8931368914131124,89.5821802151158,0,30.929071752846216,99.96152917376676,MEDIUM
97,53.07985989237285,20.539756033258342,12.283005823941393,61.741045762878386,1,97.2379731513766,66.02216599170623,MEDIUM
62,51.9249879658953,25.868000590993006,3.8500383223504153,84.61483553218591,4,63.9793929366663,22.28649797245305,HIGH
21,48.93564578337774,45.53561354734437,1.6623855005333121,21.1745008575111,1,30.412454280746783,20.386861157810472,HIGH
95,30.292325624392003,47.37415684048237,15.566933802126178,35.5643479238006,0,25.060530898199907,65.33042368183587,HIGH
75,34.70059298921619,31.251118072429524,18.43284834924594,18.40855661952184,5,16.863590174770682,94.4526638475166,HIGH
24,25.408056075021307,31.223959371683286,27.06002681072181,40.38576279452219,4,4.11943035217841,87.05921320390314,HIGH
15,14.091562296220777,32.072686691218,17.303136944321373,68.60169797370398,4,41.65867836632462,65.70416325984269,HIGH
68,90.0097193304059,27.27887417736338,19.25721867903698,37.18847016591604,1,80.4688154215733,70.07412991358929,MEDIUM
43,50.81897196596542,34.43067858364918,4.742413410456216,47.40595715927036,3,20.40230135633987,62.63272496796045,HIGH
45,87.53365691492453,15.965819632336403,29.640701084012694,41.08335046308987,3,13.076615155238647,40.20131881477767,HIGH
76,19.556554024818755,12.086893046823356,3.6756572725187997,50.46364107960983,1,9.681165256057145,32.57014047214064,MEDIUM
54,87.77474653261878,20.906737166743827,28.880575567180102,91.20797443667776,2,93.37515352494049,73.50720073810159,MEDIUM
29,78.68092376247657,24.91327710299544,15.441745176944535,54.88837375578888,2,49.7370273047509,13.554664029159511,MEDIUM
55,55.49000167213944,48.33433152762377,6.454332675787233,41.760557997071984,0,28.135633837352835,61.7642832459677,MEDIUM
88,70.52685433889044,14.287419072050877,0.2453221784172277,19.67473759340867,1,88.24557309185928,74.11326601914223,MEDIUM
56,42.93436172658067,20.02908105073783,17.108449316430878,27.518977169894715,4,28.860169703909566,41.70313837307896,HIGH
62,78.79637032365156,13.9860338811991,29.672721018621676,71.23587761069746,0,12.866339068921517,14.184741172349838,MEDIUM
52,81.54075055428513,16.954264997628265,28.168457008661264,77.94686550635146,1,60.24629511618801,43.131773006226126,HIGH
10,14.077301722036726,6.85181867837602,9.991221160583017,52.6369735355671,3,14.894066457644485,89.8475107474107,MEDIUM
22,39.51692628728736,30.6534060532339,4.875061376308182,99.1554163805026,5,84.26019273641283,61.40384228494374,HIGH
69,84.54604473616384,26.61699149379382,21.262194193063138,36.981150826367234,0,36.835780986576964,69.01160728493657,MEDIUM
58,62.53319276639077,39.83774069650735,21.75972637655566,71.92392860824944,0,59.69096159531937,30.225391513643526,HIGH
88,80.46135922882793,38.80810125860361,17.329031875925487,74.9260101066676,4,48.0448783714414,54.80207159934489,HIGH
97,65.77622249509804,42.05835624791322,4.433271249009954,71.2654205545611,0,57.257027140412596,71.54948655843789,MEDIUM
29,11.704363075595131,15.68462417229276,4.542937743580363,72.14502348266728,3,50.181950461098765,63.0904156897179,HIGH
