total_tasks,task_completion_rate,overdue_task_rate,blocked_task_rate,milestone_completion_rate,open_risk_rate,high_critical_risks,open_issue_rate,project_progress,risk_level
18,88.34667128530901,14.922239572431645,19.168484845980156,64.80731902943552,15.28392685496348,1,53.937903011962575,78.96951546990303,MEDIUM
72,92.6644144956132,29.94722922301145,14.658171240868436,20.068095278880556,36.298076718093355,2,23.945231033805882,27.882801282487144,HIGH
77,95.22545007681947,4.282672603393939,14.579713899498413,16.229126662154524,76.06021652572316,1,12.83914644997628,50.151825919379476,HIGH
75,24.86142630767149,26.3836893709127,18.197817524478868,96.79266154067096,92.89134930021768,5,68.98676320996215,72.73015241781657,CRITICAL
56,99.56344209948053,32.49390288197267,13.143002517435121,56.58182569320316,12.100419586826572,1,6.402589632634492,6.998254700670594,HIGH
75,30.71032593369193,11.010869222577973,2.1297925802709763,66.7992661543089,22.894178381115438,0,85.96354002537466,11.731448239422077,HIGH
35,35.06295375680923,24.270724957524536,16.17701794184264,75.10173092928737,88.23830751407377,4,47.26710263117941,79.53884530762157,CRITICAL
57,27.136892292568994,4.8465407114411665,12.931535472191326,48.12207607179287,46.7024668036675,5,5.417118723217051,67.07827138525019,CRITICAL
87,18.8576084036763,20.13106410511344,10.179078161848894,87.55052827175119,24.865633392028563,1,53.62857539103444,18.317318224003575,CRITICAL
28,35.06906302002464,12.490322394105025,27.697967978280385,49.88176705481113,86.13491047618305,4,9.790872820160034,66.9537649298596,CRITICAL
74,85.24248265719567,48.449812864237565,27.791009490243827,86.3826160972875,16.6311110603914,3,48.13584179710395,87.14178743287047,HIGH
12,24.81734092613742,0.10776891757132145,11.712652727634396,93.38662662034,78.51293567941215,2,42.30074859901629,95.94517588166896,CRITICAL
76,69.56841807556707,24.333570582716472,5.696936018029114,29.593080857275744,5.848329200729941,5,54.21952013742742,76.05767823601109,HIGH
12,14.512810353755821,23.839425855446745,27.58161392496226,57.801352174348715,5.6879579728684515,4,8.011146524058688,22.653371293168703,CRITICAL
81,16.116477703818152,43.09096009850647,12.113266539548324,94.74365145061805,56.96754101381849,4,59.45191535334412,63.841243481549796,CRITICAL
58,69.16358480252703,28.261346192204474,9.491095379301814,33.46891260432696,66.97259747698293,2,23.868595261584602,42.59965544516918,HIGH
90,68.09507099538845,22.8612286285226,27.870549951165426,94.2160858700341,0.9315456884246398,4,99.84544408544423,99.62916254623397,HIGH
14,58.38709636914646,25.294234702438267,3.973697110994019,41.41079514680636,6.879131406001926,1,36.9527088738884,19.985949073937036,HIGH
74,73.31859325786338,30.583888286297505,29.61699190894513,68.85786859396593,0.7823107152157949,4,29.93787521999779,68.02192792177735,HIGH
22,33.801932933841485,44.485635350285456,22.27250051942996,23.990311879749143,28.175627145789427,1,71.7612187138798,24.341744671108028,CRITICAL
86,86.76215338527076,25.27045290489936,7.533637562096823,91.73431415967147,5.079889366253065,5,42.357577256372636,31.284621277363907,HIGH
5,40.020088474457935,6.540983035085112,29.39393861486508,24.542377864649755,44.183551186085054,5,42.768691898067935,5.918621462792297,CRITICAL
14,95.05458451419751,34.55098118779382,4.471628564355585,13.242532425474755,36.921598451219175,4,14.809378556748264,17.107324331803184,HIGH
44,42.81863637945305,46.65440052603271,29.165887950517813,13.590539030009635,35.78092322504261,5,24.952973922292443,14.765394058819634,CRITICAL
76,89.5721231305908,20.318869491605838,18.619845304521384,23.90980044989842,92.98810156936744,1,97.62060329309628,82.0233133943377,CRITICAL
57,12.230772570836985,36.8282235877541,9.96556403839286,93.7734297443493,80.2235138937139,5,81.0749316574389,30.346542411474843,CRITICAL
94,19.72860637626614,43.608339145304484,25.75779754013345,30.0190345791098,81.65866055969289,3,34.965842444591864,82.95095619229839,CRITICAL
34,30.06311924852281,33.001659137431446,11.953979356943504,35.074275492070356,6.9420754662819935,2,35.11461290827522,53.39353917516355,HIGH
91,98.30347184784341,26.810786623936096,28.17711420974147,20.380757666628483,97.0400611022228,1,58.058973373870785,98.43730442389328,CRITICAL
9,19.756229249324,21.728187928232217,21.85635181958113,38.230958277549206,60.62088533061433,4,11.564578402933046,90.45294962656396,CRITICAL
29,32.92502555247238,35.43926419170853,0.050738346558883984,93.30176489491744,53.84519970927919,5,94.02631203975534,75.01858088157853,CRITICAL
30,42.77993246031377,3.498690556315509,19.92713054733817,39.71800324383368,31.391564505835966,0,71.97542630139502,33.5306154800701,HIGH
44,70.02036136951567,16.309145242869995,20.91625242583197,59.89712299001143,19.184009299014747,5,94.0363670730183,69.34520480090963,HIGH
27,65.39634243562425,15.047493728278265,16.438116394070946,10.036534572755878,28.69137168689272,3,78.575882747758,62.63284919557745,CRITICAL
46,51.84893712223128,22.10798996524037,6.411042029673009,52.586756731839365,90.11808258282542,5,16.969139619805475,13.055575988886567,HIGH
70,69.74684526744988,30.963040268118775,2.80161600226688,95.67996962072277,23.486859852668395,2,22.464066599728827,23.91734360902478,HIGH
8,14.159234628348258,49.19680113909257,18.338219191820404,79.16404051001771,45.54161683800891,5,57.567089940931815,73.24286197240392,CRITICAL
54,54.49394521093932,12.199221978921942,19.681740333353524,10.499033632422858,75.0964476618473,0,77.84204067673251,25.789907997170346,CRITICAL
94,56.61619753993667,2.5109192570320458,7.47594838979915,86.35027126164938,45.646182547017254,3,66.75777325863531,98.84978304131256,HIGH
81,38.55681617188128,37.76250067778897,13.277202758040797,83.35058565985155,89.2020296341018,3,83.05691697214151,57.047835308028695,CRITICAL
25,76.92898979436264,23.733721841152665,7.77574645395058,32.25157637586936,63.76614367761563,4,48.45970170702668,27.72835706239012,CRITICAL
61,16.973501847826224,14.286407543157626,8.151453212465539,38.77386115768861,54.01522225184564,1,15.08306580130866,41.38835278097712,HIGH
24,73.5777227525097,3.2114425356939034,12.227981089997602,58.83500264535238,41.577423410315596,1,83.28911693404876,42.000297203359416,HIGH
79,95.14558302310905,0.9765978368863559,26.419700182734708,61.812131212907225,47.69797325573569,2,29.861265237238342,42.04873156605329,HIGH
58,58.43985108492084,36.73170303781789,23.99604512823803,90.80302126592757,48.82294775502505,2,43.58359760466366,7.7573578949379485,CRITICAL
48,70.19862585606253,39.907116221009446,21.72544132881866,85.64550967563028,91.9541620668976,4,53.41236295325044,91.15824194574299,CRITICAL
80,60.79527847222967,1.3551023170156218,19.282489440280074,22.212953850750782,46.169844405151174,0,26.015631391930473,36.09850335946476,HIGH
63,39.41612243931777,38.06148539470136,11.373786466924088,77.68088411993064,83.19242851552727,2,83.49109149121212,49.679149440239456,CRITICAL
100,58.54771431302803,49.99539142546046,10.498810311605517,68.51296839248874,78.12330496108949,5,4.0258137540766565,7.947849893667652,CRITICAL
36,27.94246141262796,1.0190008660166172,4.571470373543711,21.359887738678562,66.94588446199107,4,94.77570222166518,49.17822842634597,CRITICAL
37,79.02082885206167,8.389457168390113,18.217424816727952,77.31330867597572,11.453287137889767,1,96.47207730340877,15.269381217472624,HIGH
8,93.59984515664094,28.789836420620706,27.240784531423337,43.77762634827866,94.14705985413096,1,7.599647784305996,70.60836951363314,HIGH
85,31.85644424834189,34.85965012478861,9.047480564630009,71.58331352499906,80.55279636461664,4,78.26353463610197,37.98435770430265,CRITICAL
59,69.53692066186204,3.4478368259820256,19.426297621704155,11.138693514926777,42.00587408418276,3,10.55388706439986,96.27481888538496,HIGH
86,90.24175133245929,22.986967380087314,4.589734472815797,25.852326497745345,52.17467469384799,5,27.008239638740083,81.77892578664182,HIGH
73,79.71773053344171,23.24368858172539,24.772037952622668,63.32271571573315,32.23045829811182,1,83.07310188906034,13.232975315289067,HIGH
62,31.94770952718604,23.235423330161588,18.309951126915617,44.109037371543764,2.869999777008958,2,18.18398571576918,25.151385767075205,HIGH
38,40.63049588478553,44.01599898791127,21.035512509966047,34.86417181805664,1.0151114438677111,1,8.561296195802125,73.40709308989845,CRITICAL
67,59.96585904236747,12.016196806210777,14.282793323524942,74.06581658254504,44.81745495865708,0,9.305335055467168,26.051658044890363,MEDIUM
93,31.897464748908146,33.1980010798408,11.070613519831108,59.81256595092247,34.375739414620256,5,55.038847275667855,38.42200012334599,CRITICAL
63,34.38247842785767,12.570183810047075,3.6196765425691746,27.332586410636566,11.955474125505283,4,95.08775603934347,70.5655376433524,HIGH
29,29.474617589074512,24.209929360635435,21.737550032791546,97.89463205947511,52.46368691086079,2,98.0510630462513,84.09969451607145,CRITICAL
42,30.473484713429922,8.972077184270166,0.42445101768191495,58.072158034089696,27.43113267832673,0,55.33589667986083,71.25465232646847,MEDIUM
21,67.40826895953347,37.639608789562686,3.07762940363282,11.103886303795717,28.43393271371494,3,44.046879813601024,22.514548687057765,CRITICAL
11,32.723055144367535,43.08614823137566,3.422614221747736,15.880909160253923,49.1746560291068,4,62.94457069519983,10.092862057790649,CRITICAL
24,83.00278686475428,47.45628211790156,2.5554272518869015,32.337185968910454,55.80730346176285,3,60.63176512429628,80.12037883512484,HIGH
33,79.81241857283956,19.018901307327468,27.255131328714118,36.761781926564865,58.85251387211029,3,30.53802443193604,63.99759550185411,HIGH
83,96.40978996908692,4.961678738739411,22.882113130641258,66.29635273659429,26.464612529000743,0,15.705709338087715,21.512287091011274,MEDIUM
14,24.087935389882432,20.425878633001332,20.681134073543067,52.292123110691726,3.2639855380924288,2,70.69558298790332,71.78381801890313,CRITICAL
63,16.406178413813134,11.671190308001279,7.936638769766989,81.21229705404654,58.978958920525784,1,42.51389661042116,56.73342597750497,HIGH
87,23.40904609677963,13.28162358203201,4.267088563310319,15.367423556246234,79.26285662324116,4,74.89577220696233,59.07466968531378,CRITICAL
41,49.52381038063636,23.434898513808093,9.122735716343001,46.2257667246525,27.224619314426313,4,49.37952193450843,12.641975930433592,CRITICAL
10,90.04806003632082,36.72669616428077,18.11140922837732,12.32784031495019,22.892441572182697,5,83.59586139061813,59.64391537589339,CRITICAL
7,99.96151751897062,33.614079215161965,8.085330779011617,13.620850583015455,75.62688304125571,3,51.89638409876039,47.01179341991927,CRITICAL
40,26.334023250081334,29.266481263892718,19.043541583622606,54.255322197191205,9.124240629382719,2,40.83480934300153,35.5005343158743,CRITICAL
18,87.19597849603174,16.49018317894827,20.810210219502974,35.93960158253102,94.51935395632105,4,3.6697130313708692,13.365680313699913,CRITICAL
37,39.094640764839525,48.509236340428856,12.125251710022368,56.31366270961946,98.8119214781754,5,86.93674843206523,48.88775277330368,CRITICAL
11,26.88242872550744,18.088967957583762,22.69329462166721,66.28678679305081,75.9990536061017,1,26.705623827293245,17.44625675029242,CRITICAL
41,49.430448556514044,34.912501456108615,3.642782500878595,97.5832134239525,60.887166708196496,1,70.97828251002592,34.52126314736684,CRITICAL
6,59.70262681483597,4.660460064076127,29.76771418185659,92.16368906357512,46.14478941787834,0,64.77096887837587,19.627256820691166,HIGH
96,36.26754042356074,35.270581496292685,12.46471028806059,53.42496192620707,47.22197819034078,3,55.12650768804696,41.44067125847924,CRITICAL
81,55.741680243360456,43.966312757323806,25.920808032857643,34.86226625398369,79.00061820031135,3,33.98752431142955,79.83315354760795,CRITICAL
39,83.84945258670206,14.141949164141332,8.956675493153016,62.8243950172745,99.89023332293388,3,86.52605947002426,47.42200233910347,HIGH
66,41.061154752370676,27.59587085354055,16.30290188876019,50.9810155179851,32.17773502290374,1,98.07746313325943,27.686526695793685,CRITICAL
54,31.02062014521038,38.77722375496294,1.3094189729190575,77.02346364086763,70.52278810250026,3,38.607875249098235,68.0504388010308,CRITICAL
88,98.27363247938065,24.766432480821177,1.1105883403672856,55.206203511966926,59.0180429309567,0,87.41903740543083,46.82908992821433,HIGH
72,91.93975099268204,0.7673798957630318,4.324662479008424,88.38396742142974,96.99567940411062,0,46.9490600984732,97.07434490455063,MEDIUM
48,66.09334604697983,19.874166194288673,2.4094596173834706,39.57090300851106,67.43574951540096,4,38.00093975226551,35.08280962367297,HIGH
96,89.86948146183909,24.397374269508948,16.2304803809298,65.57135154424509,23.477024310202154,5,92.09290987802967,99.75546268084045,HIGH
100,18.134139769207177,48.916886411027285,22.81109078982796,73.35017463961341,10.050724032281744,1,69.40011627932346,90.82528589479617,CRITICAL
10,39.1937200103172,2.8059614052503457,10.753900269010904,48.76181090698601,24.41974321839684,3,56.59280619159368,80.28935001869056,HIGH
26,25.75624195566141,30.47458934442684,11.476328958506217,71.48211219664425,49.766725236795104,4,14.311772012850966,48.80924176872477,CRITICAL
37,51.36134492590579,33.342035863324035,26.96725595100963,51.87279299727714,28.76316657484388,4,15.797562207178695,46.96432944236237,CRITICAL
49,98.88865256966243,14.95771245618861,28.860872184703258,72.12821612141161,45.68358126677865,2,19.921699910889235,41.54585865189782,HIGH
66,19.59879406801248,19.068214882881453,10.768774727317375,36.62851511942061,69.92790795507338,0,97.79444845768627,67.53183251322466,CRITICAL
40,10.728816918534122,43.253369884863304,23.34934847310234,97.62425351451323,91.06169537187105,5,49.672728652387036,90.89475263490391,CRITICAL
41,79.81668816430428,11.505919548520815,24.057958726358628,29.71040850352949,19.013198927708828,2,67.77644586233595,73.48819578371736,HIGH
89,71.27695847638205,6.838961924704945,2.9149178944685383,66.47122970350574,3.9422573960817386,3,3.3364531245632434,39.661817137704624,MEDIUM
21,18.112003817159703,14.755522581457765,22.424425948151146,25.807606339987597,13.215979774678354,4,87.64605967066406,39.75646540843676,CRITICAL
69,92.21382770335272,41.523630978369866,7.70910253689787,84.22208312881665,48.18478298737412,2,74.6559350717045,37.177949111179196,HIGH
19,52.14982499674258,3.7649680453378744,22.624544791840062,30.30532261291633,67.63237247185162,5,97.99422427819034,96.89062599350308,CRITICAL
76,42.919754446500974,39.53409842944687,0.41755965302703535,58.291507744215316,45.478602773387465,5,74.90116035367608,29.905333783724963,CRITICAL
53,84.01755711040968,47.01459458897771,3.2503830659769206,31.043971199042485,2.502464964648232,4,32.80062818173759,62.95780860654923,HIGH
87,15.68953370441759,41.19276756952238,27.28162915283676,37.19711570763252,40.82958557954127,1,4.534681101338212,8.535152181346973,CRITICAL
68,20.450843265259856,11.740001621566453,16.126398176475774,44.97812480351283,37.10115154868827,5,69.64839916376329,56.31828706575216,CRITICAL
80,76.80421132887842,7.726145120491751,12.446535823104208,18.911947123947563,48.93470377896145,3,93.90530657136553,31.57531330814992,CRITICAL
93,43.347696286099186,22.169154303035082,28.51665509554281,86.99051739753591,9.935462460613032,5,36.73349584971805,90.6611401803422,HIGH
87,42.28064570910861,19.906982137218655,5.694256864832386,20.994374717853738,84.8033188463681,3,9.167342381752086,25.150052465214753,CRITICAL
86,63.74313635675906,1.0678727368185315,23.6038377136385,31.921200744762128,12.592388530804289,4,20.520557514287642,83.8326945356276,HIGH
75,28.644163331199263,10.797567595933739,26.090862803086342,39.57035980890073,14.75541799414437,4,0.28355514800163517,86.54858200611675,CRITICAL
23,98.8774573929555,27.01077284315757,23.955414706728707,19.8933713100492,86.6447888506801,1,1.4860327230708847,80.04854310230162,CRITICAL
35,62.99676298453981,0.7890541755580127,7.9610252497492,21.408268934150225,42.09605569100792,0,74.56652750339957,50.24336671520877,HIGH
51,56.19141618482725,5.452700500192275,15.11516069357464,95.08740786730957,4.336503689917171,5,52.14512147130841,48.51403959927979,HIGH
8,15.474286674505525,23.949095549918166,12.048517635376815,71.74877464560095,49.02688541442253,3,7.34907157664505,12.675095354025233,CRITICAL
82,23.35004430943281,6.309579415252803,18.729524828436237,62.682821969330895,71.21527964263069,3,99.46277558609236,55.40289955597583,CRITICAL
63,55.499596703711234,21.509966291181165,23.792882793049383,20.297266518707165,65.47129575231422,4,72.08399166575991,25.427191301112206,CRITICAL
62,89.92819197896436,20.690678558845672,24.822576743401342,45.8857165831258,72.96125076345044,2,42.6764006260958,68.18524699072935,CRITICAL
52,95.82332658572125,34.34105177334884,14.228036567673081,18.21023095294438,8.536435733161941,3,9.656443256578562,75.18561985642799,HIGH
21,60.07336620538151,29.323254136973848,16.847592419762172,39.66813832745845,12.22312853545593,2,87.36073722343185,94.40733754096182,HIGH
59,88.12829339821585,36.05303393730747,29.051958759344235,64.03690821022093,35.1646185693149,4,50.74125469680041,19.699366706534835,CRITICAL
66,30.1820382196809,5.410919096363331,25.361202558040354,43.08049455538151,76.26056319368497,4,22.615909432784743,45.76567903376922,CRITICAL
76,97.70919419131374,40.92134297703348,18.40719841606394,67.84292474468482,2.62538314535834,5,82.9460789959663,30.40753388964051,CRITICAL
28,34.594334984145235,38.12047589904989,27.64612563099518,41.59210786632836,18.140555821256864,1,56.63210947613763,43.074512679953976,CRITICAL
23,76.6872153206578,48.59051593790095,2.7527304916333595,57.74344197930365,37.619440570348864,3,34.08959817693328,40.15504378531537,HIGH
97,39.19446028705839,47.070371198502755,17.886713166152767,89.5007966066509,15.557990340448836,4,4.976249243295716,12.75024511553175,CRITICAL
61,69.5744823527435,24.283085244549813,13.261325600933374,34.585015992829256,75.49431436683707,0,34.517285548086186,15.534528359088402,HIGH
91,71.06376292841198,24.33163766821254,20.013976762090486,14.087562634398477,39.526339608762896,4,5.478195851808099,24.42019681360452,CRITICAL
32,79.06145745777437,38.20804478806238,8.683413936523127,20.79859093349942,49.738532861332686,3,17.56948018758423,41.11970734294744,CRITICAL
95,30.70996444689937,27.936178383735637,20.04144515235726,41.87504542236621,39.70711742472973,5,4.230226156279137,6.780445975636342,CRITICAL
14,87.58990122508598,28.787958036841555,17.201990426575293,73.85490654120409,41.76939598434806,0,40.50323070649545,96.78897064814699,MEDIUM
26,82.11899388794069,30.90626316521201,24.960777392151215,92.77927765672462,8.812988129788469,0,24.331647482273368,60.94277238877663,MEDIUM
72,17.07823787345739,43.526220809770585,22.374144793938086,29.941485300482622,77.91178686032646,0,51.04832845421483,15.832530784662492,CRITICAL
70,27.45133356402103,38.81141146621677,10.532992048720814,96.24010140974353,64.54429761695638,1,23.62688489467243,18.912200736380967,CRITICAL
30,25.614912019788534,7.643489450296492,22.774571401367115,16.781794622116916,95.1292140579582,5,49.411702501738866,76.67235339846366,CRITICAL
79,50.40147312955567,46.20771291928297,16.93475350208398,67.17684871545342,62.45217794418948,5,31.613889449058018,46.77746755247708,CRITICAL
65,49.798725745265635,15.141021756950646,8.240210024584776,15.055490819177024,50.733688528977815,2,46.17424864464541,8.572688329253747,CRITICAL
52,84.85269684968094,3.8365500586727497,25.927501017757173,86.97640343104813,61.50083884155736,4,38.448247658246494,60.131293704063104,HIGH
99,90.62890890011224,22.486685182545312,24.294477530939133,68.66537091837489,32.152676288042834,3,50.136730187282765,95.98362409232557,HIGH
62,19.315168954335245,44.95634169778867,10.303133275148028,74.28839942507165,50.45490015009574,1,3.914212620067381,72.2240619107115,CRITICAL
61,57.16616978531571,30.49027031613372,10.916938790571384,92.61431102052644,38.741655952311596,2,67.8897720559581,9.974724165920595,HIGH
85,68.25748212723762,3.295592713985873,2.8351784254528303,71.05414103560729,28.414697387811373,5,85.15662599844043,96.61895272212143,MEDIUM
82,88.5951695854485,16.66810180302783,17.482185437592587,22.728554252588605,34.982078753584425,5,69.8479962811881,42.23600851185923,CRITICAL
81,73.79506129339484,4.2359506002001,16.767662102731904,67.91439370251877,32.847655425358404,1,67.01163999947225,83.75110242497414,MEDIUM
99,99.74477016692832,45.62239927291622,2.803588951980652,70.34104360719452,50.848848642280764,0,36.25976689820444,22.12497767330024,HIGH
32,40.755911061839335,38.30781038339098,5.7601570099315875,99.99789589927256,15.49451729444048,2,84.44283886858834,14.608372548449944,CRITICAL
74,85.16078439711004,44.18410827462808,1.1324247707268376,40.30879347678534,76.63076044472416,1,59.72464410716285,19.654012325506546,CRITICAL
28,84.82105510202129,38.55489068654942,24.27131158917903,24.898524916965282,43.767340513834675,3,36.429941413076904,73.36063901011175,CRITICAL
61,64.95358799132342,37.6195582555743,23.514010783045283,31.0602649901882,23.91684972455195,3,90.39743381374582,23.431536741144136,CRITICAL
91,95.24171532197107,49.221989676578865,13.850399353229676,35.35945594333979,38.18724341907105,4,41.86608267297458,20.39552645835778,CRITICAL
30,82.11333017363928,6.919926730171561,7.500096347670212,67.70611325840025,87.4116945052237,4,93.42935539974997,72.58309282630508,HIGH
71,86.6049443276301,14.253150702966423,22.893504908750725,34.551216963222096,90.53062089782412,1,83.10467186381858,13.712789117613871,CRITICAL
33,83.50329302699505,44.23148868590037,27.914157813788247,47.340721523710485,39.64539654702478,2,23.577807386343263,99.47990836763766,HIGH
52,30.208488274640434,15.934243772486562,2.97249373179144,74.32338452709065,33.52903559161769,1,13.759958772587167,32.25354274476048,HIGH
65,72.64647897183852,6.939634590909311,21.166085258672414,50.374132658402196,0.5251198305617932,0,1.9003884910970381,25.48720072449367,MEDIUM
24,59.39238208994519,36.36173926624659,15.833145176601729,20.006817429181456,28.810157803923055,2,12.184834515861754,27.651752828683154,CRITICAL
86,81.45091977754943,22.855680831822433,3.32573685870045,91.46321970957986,59.67390428189469,0,63.19549420131424,59.62950846541019,MEDIUM
96,22.921915622163404,21.461944655166686,18.44428748327852,31.65078149258892,41.65675952085398,5,66.82149029196349,54.731032979430076,CRITICAL
51,16.09113906179614,26.302972266108526,15.219830897393598,98.94983370368207,55.415195241819546,3,87.33314385275176,9.135770390843781,CRITICAL
54,98.29354802964042,12.682513053460637,0.48726693326842874,80.96680146515638,34.480249316339126,5,65.71044000108314,14.8480674124705,HIGH
79,76.16682863310801,16.625930418599243,1.3300706488562453,59.141237068692234,81.35088655560881,1,83.03836567636027,70.04484380885343,HIGH
94,53.06780544561316,9.113899920693664,4.045577435888469,74.44405518365751,94.36051507121293,0,29.344257117503126,9.161596187616695,MEDIUM
30,89.72113470562945,15.779791002486265,9.302276488106754,45.84016501174153,81.54060806559824,3,25.33137652026174,76.56263728779217,HIGH
29,35.74998059963938,43.10692652346252,1.4341210273947413,69.01582308019117,27.321660611387344,2,43.69513831249364,43.00206859122389,HIGH
61,90.5173745459548,19.33223841303461,29.21170752945927,54.65829038833204,49.752339249362734,4,26.67206958021826,12.848093130236304,CRITICAL
59,17.103430544992108,30.122664941511363,24.6702383861966,59.09269576101733,32.1211428214594,0,32.79199053415598,33.08579518733252,CRITICAL
62,64.23594649575398,21.30580364415227,20.692944253364587,41.63922853947929,4.235516285012952,2,61.48514821987643,46.31934788884788,CRITICAL
86,98.20245512748512,47.395218930154314,2.251234949644778,67.37612840949686,36.33111306509823,5,67.94106078146899,95.51499264656275,HIGH
23,86.38023789734811,33.904443599772435,13.14518474820233,21.360702187202882,23.599538042035228,5,36.63284731071486,41.37116816043388,CRITICAL
77,12.914679158170028,7.6719081696354055,13.497677061443818,43.386805679509074,44.39392891756033,0,57.39217783338957,55.298688745947516,HIGH
55,38.29468971833934,13.934488314990567,28.815601567949788,12.332200677772889,18.60480494725999,4,38.698738003926344,58.358907522166476,HIGH
38,79.74680351783394,35.20189056034129,6.4371127627115925,65.06894644872783,69.39806410407938,3,20.01783409911202,17.894199684400085,HIGH
14,50.68384167208576,44.933951539311515,13.353335782273652,17.901166699425794,68.19292602506371,2,66.7839790488968,72.40634624786087,CRITICAL
75,58.79542251030061,44.56658411769445,25.540861522593776,74.06281936064914,92.73244567231778,5,17.409100974870007,39.34175739684549,CRITICAL
33,20.92262095706112,10.049018558884287,4.166306161150972,81.13357547269743,2.6284026808265692,4,57.22774071165261,49.403554732709104,HIGH
75,21.679410674239335,44.212322341730996,1.9724431580209822,45.834398269381765,71.69335985099498,3,52.56956548303001,78.0706322855963,CRITICAL
78,16.63756416201151,48.6189865756883,19.27015768159144,50.49770460966965,68.0108990649581,2,12.833461074501384,83.7601041728629,CRITICAL
75,67.58145364299966,9.098156827606868,28.987938418023205,48.93564578337774,91.07122709468874,0,83.13908064675414,54.21970262778155,HIGH
43,24.81913719011117,16.133037557727782,21.279963975877376,41.14207741076858,94.09040549315347,2,84.59337061558657,28.80750435328991,CRITICAL
86,96.07164643388784,13.722551660675663,18.750670843457716,65.29854504773782,9.342840688357601,5,16.863590174770682,94.4526638475166,MEDIUM
24,25.408056075021307,31.223959371683286,27.06002681072181,40.38576279452219,92.39297253163012,0,82.5236267326632,7.695481350393374,CRITICAL
10,95.36921685733523,38.55111843972326,7.939677234991635,28.972754173176806,57.213720244606414,4,63.899119220887044,52.313615712931025,CRITICAL
85,59.10197351925409,32.095364465061635,9.062823388638678,32.03901195840487,80.73493144287977,3,29.743387142974232,11.932437423007851,CRITICAL
12,24.227240231368647,20.781087310705754,13.933264733260051,40.61733115165996,14.366869116263459,5,31.931639264672807,98.86222009937353,CRITICAL
49,97.78367151233923,6.538307577619324,11.116205941508738,60.54860941735323,31.911588640315724,3,12.252190908395999,47.71162113958815,MEDIUM
23,18.71304873045143,14.510600248495075,11.52449500504818,65.38396997475718,24.82702803811866,1,81.34778464394495,93.70639584869346,HIGH
97,38.14434287760457,38.156068756931425,14.947966261797264,56.3252355308336,49.875970839765415,2,49.7370273047509,13.554664029159511,CRITICAL
55,55.49000167213944,48.33433152762377,6.454332675787233,41.760557997071984,5.054040462789189,3,59.75187710101862,85.07071645673143,HIGH
91,52.352816803137614,26.83453746444635,25.415170961804037,48.78349924127865,88.24557309185928,5,36.5777639775401,43.30913685086406,CRITICAL
10,46.052345891328095,28.514082194051465,5.839659056631572,59.79006339590365,7.353174974284182,4,45.03543806404181,57.23642350415486,HIGH
84,71.23587761069746,5.940550986179477,29.25248446241352,45.45133414557464,79.48972283809458,2,55.783183827212866,39.732605455232346,CRITICAL
23,27.915209339720498,25.456125811259106,15.002337107119315,14.077301722036726,13.70363735675204,2,80.39658551942121,54.33660748164291,CRITICAL
24,64.56344701634237,25.775286607362695,9.838975429095788,65.17613089582102,16.25020458769394,4,73.93193605736042,33.427262540190235,HIGH
48,55.65834875811669,25.485705037541624,14.695399561987774,60.663183458008994,47.48925999980332,0,36.835780986576964,69.01160728493657,MEDIUM
58,62.53319276639077,39.83774069650735,21.75972637655566,71.92392860824944,2.6647154963833186,3,26.553043698572132,67.28114235681204,HIGH
